FACID,FNAME,302_CONTACT,302_PHONE,PRIMARY_CONTACT,PRIMARY_CONTACT_PHONE,PRIMARY_CONTACT_24HR,SECONDARY_CONTACT,SECONDARY_CONTACT_PHONE,SECONDARY_CONTACT_24HR
44490,Regional West Medical Center,Joseph L Scott,308-765-0983,Joseph L Scott,308-630-1073,308-225-0094,Tamie Carlson,308-630-1733,308-672-8873
44563,Basin Electric Power Co-op,Erin Fox Dukart,701-557-5557,Derik Johnson,701-557-5809,701-291-5163,Nathan Helbling,701-557-5808,701-226-4844
44613,US AutoForce,Kameron Hahn,308-672-9993,Kameron Hahn,308-631-9684,308-672-9993,Bob McNeil,720-343-0811,720-434-0811
44719,Airgas USA LLC,Timothy McDavid,308-765-1833,Timothy McDavid,308-632-7193,308-765-1833,Cathy Garner,801-288-5015,801-673-3958
44722,Brown Sheep Company Inc,Robert Wells,308-641-6117,Robert Wells,308-635-2198,308-641-6117,Peggy Wells,308-641-6116,308-641-6117
44747,SNF Inc,Brian Nagasawa,308-641-4943,Brian Nagasawa,,308-641-4943,Doug Yost,,308-765-0421
44771,WESTCO Dry Plant,David W Briggs,308-762-3112,David Shields,308-762-3112,,Scott Spreier,,308-631-5748
44867,Tenneco Inc,Heidi Allen,402-641-9726,Heidi Allen,402-643-7831,402-641-9726,Adrian Gouws,,402-646-1284
44874,Central Valley Ag,Doug Eisenmenger,800-535-5053,Deron Davis,402-366-7018,800-535-5053,Hans Szarafinski,402-523-4225,800-535-5053
44875,Farmers Cooperative,,,Dan Pernicek,402-643-2946,402-641-2295,Austin Nave,402-643-2946,402-646-0036
44876,Central Valley Ag,Doug Eisenmenger,800-535-5053,Ryan Scheele,402-366-3280,800-535-5053,Ryan Scheele,402-534-2411,800-535-5053
44888,Farmers Cooperative Propane,,,Dan Pernicek,402-643-2946,402-641-2295,Ben Buchanan,402-946-2211,406-321-9929
44906,Farmers Cooperative,,,Lonny Radford,402-761-2226,402-641-3296,Floyd Nitzsche,402-761-2226,402-641-7233
45024,Roth Aerial Spraying Inc,Jackson Roth,402-761-2322,Jackson Roth,402-761-2322,,David Roth,402-761-2322,
45051,Gerhold Concrete Co,Concepcion Ortiz,712-252-1807,William Linn,402-643-3647,402-641-3511,Nate Higby,,402-750-7219
45068,Central Valley Ag,Doug Eisenmenger,800-535-5053,Ryan Scheele,402-534-2411,800-535-5053,Ryan Scheele,402-336-3280,800-535-5053
45135,Farmers Cooperative Anhydrous,,,Jason Muenchrath,402-549-2115,402-641-6331,Chad Bearinger,402-783-2355,402-641-6844
45216,Central Valley Ag,Doug Eisenmenger,800-535-5053,William V Spencer,208-252-1259,800-535-5053,Wes Obannon,785-658-7922,800-535-5053
45240,NDOT Seward Yard,Robert Rankin,402-416-0598,Gerald G Zieg,402-643-4085,402-641-0688,Robert Rankin,402-471-0850,402-416-0598
45255,Pioneer Hi-Bred Intl Inc,Casey Sloan,402-363-8511,Joe Murman,402-362-3349,402-613-3037,Pioneer Security,800-342-7123,515-270-3492
45275,G&P Development Inc Landfill,Ryan Boyer,402-649-6776,Jessica Bodfield,402-761-3451,402-418-4840,Ryan Boyer,402-367-4662,402-649-6776
45333,Legacy Coop,Jerod Petersen,308-360-1164,Rett Andrews,308-282-0638,308-360-1508,Marty Widener,308-632-5301,308-279-1605
45336,WESTCO Propane Plant,David W Briggs,308-762-3112,Jess Wimmer,308-762-3112,308-760-7592,Austin Uhrig,308-762-3112,308-249-4210
45421,Petersen Seeds Inc,Gladys M Petersen,308-282-0406,Steven M Petersen,308-360-1018,308-282-2005,Steven M Petersen,308-360-1018,308-282-2005
45542,WESTCO Station,David W Briggs,308-762-3112,Jess Wimmer,308-762-3112,308-760-7592,Austin Uhrig,308-762-3112,308-249-4210
45608,Trotter Service,Alfred Hurt,308-212-0430,Alfred Hurt,308-745-0579,308-212-0430,Jesse Trotter,308-789-6200,308-202-0099
45624,Trotter Grain & Fertilizer Co,Bob Barker,308-202-0056,Bob Barker,308-745-0391,308-202-0056,BJ Skibinski,308-745-0391,308-219-0528
45632,Loup City Propane Inc,Alfred Hurt,308-212-0430,Alfred Hurt,308-745-0579,308-212-0430,Jesse Trotter,308-789-6200,308-202-0099
45633,Bullet Weight Sales Inc,Joe Crumrine,308-227-6188,Joe Crumrine,308-382-7436,308-227-6188,Jerry Huebner,308-226-2626,308-379-9315
45667,Trotter Fertilizer Inc,James Goodner,308-224-0377,James Goodner,308-446-2209,308-380-3421,Jesse Trotter,308-789-6200,308-202-0099
45675,Trotter Inc,Dave Hand,308-224-6931,Dave Hand,308-452-3519,308-224-6931,Jesse Trotter,308-789-6200,308-789-6381
45683,Ashton Feed & Grain,Brent Donscheski,308-750-2148,Brent Donscheski,308-738-2292,308-750-2148,Jess Trotter,308-789-6200,308-202-0099
45698,NDOT Loup City Yard,Joyce Stover,308-390-4661,Ben Merchant,308-385-6265,308-390-0172,Joyce Stover,308-745-0920,308-390-4661
45753,Farmers Co-op,Aaron Becker,402-360-0104,Aaron Becker,402-396-3414,402-360-0104,Becky Hauf,402-396-3414,402-640-3268
45777,Farmers Co-op,Aaron Becker,402-360-0104,Aaron Becker,402-396-3414,402-360-0104,Ryan Kruger,402-396-3414,
45853,Bruning Grain & Feed Co,Gail Gilliam,402-353-4785,Daniel Domeier,402-353-4785,402-759-1679,Darreld Domeier,,402-366-4959
45856,Reinke Manufacturing Co Inc,Robert Brockmeyer,402-890-2158,Bruce Finke,402-365-7251,402-469-2599,Robert Brockmeyer,402-365-7251,402-890-2158
45892,Nutrien Ag Solutions,Jesse Mudd,402-364-2125,Jesse Mudd,402-364-3770,,Kent Werner,402-364-2125,402-364-3154
45902,Nutrien Ag Solutions,Kolby Finke,402-469-6073,Sharon Lokie,402-365-7216,402-460-8992,Kolby Finke,402-365-7216,402-469-6073
45961,Petersen LP Gas,Ken Petersen,402-356-4471,Ken Petersen,402-356-4261,402-356-4471,Berwyn Petersen,,402-768-2509
45986,Nutrien Ag Solutions,Adam Tipton,402-200-0481,Adam Tipton,402-324-5771,402-200-0481,Tom Tipton,402-324-5771,402-768-4154
45996,Hebron Ready Mix Plant,Anthony Nisley,402-499-6366,Kraig Kuhnel,402-362-8163,402-366-4015,Joel Woita,402-434-7439,
46027,Nutrien Ag Solutions,Jesse Mudd,402-364-2125,Rodney Knutzen,402-224-5255,402-469-3089,Jesse Mudd,402-364-2125,
46043,Aurora Co-op Elevator Company,James Holliday,402-694-7713,Ryan Buescher,402-236-8872,402-984-4590,Alan Wenske,402-236-8636,402-879-1042
46055,AGP Grain Marketing LLC,Keith E Wilt,402-879-5883,Keith E Wilt,402-463-2446,402-879-5883,Mark Jorgensen,402-324-5475,402-879-9310
46121,Norder Supply Inc,Tedman Norder,800-535-5053,Jody Koss,402-768-0300,899-535-5035,Cody Lightwine,402-759-2356,800-535-5053
46126,NDOT Hebron Yard,Kirk A Culler,402-768-0423,Ben Merchant,308-385-6265,308-390-0172,Chris W Dunker,402-362-5930,402-759-1616
46147,Norder Supply Inc,Tedman Norder,800-535-5053,Michael Wagner,402-768-8190,800-535-5053,Cody Lightwine,402-759-2356,800-535-5053
46179,Sandhill Oil Company Inc,Alma Beland,308-645-2221,Richard W Jameson,308-645-2233,308-539-5004,Courtney R Lee,308-645-2233,308-539-5007
46231,Automatic Equipment Mfg Co,Tricia Luber,712-635-2170,Tricia Luber,402-385-9579,712-635-2170,Roland Williams,712-251-3293,402-313-9362
46289,Cooney Fertilizer Inc,Wendy Cooney,402-846-5969,John Cooney,402-846-5969,402-870-1636,Ray Cooney,402-846-5828,402-870-0243
46315,Winnebago Roads Shop,Zachary A Statema,402-369-1293,Zachary A Statema,402-494-6826,402-369-1293,Kevin Domogalla,402-887-5441,
46371,Emerson Mfg / DMD Mfg,Kyle Ahlers,402-385-2459,,,,Rod Collins,402-385-3109,
46372,Nutrien Ag Solutions,Travis Birkley,712-259-4650,Randy Hassler,402-385-3025,402-369-2433,Travis Birkley,402-385-3025,712-259-4650
46425,L & L Farms,Brian Loofe,402-846-5104,Brian Loofe,402-846-5333,712-281-0732,Joseph Loofe,402-846-5333,712-389-4794
46624,NDOT Ord Yard,Alan J Grooms,308-730-0614,Alan J Grooms,308-728-3761,308-730-0614,Rich McKenney,308-728-3761,308-750-2340
46646,Riverside Fertilizer & Propane,John Felton,308-728-7747,John Felton,308-728-7722,308-728-7747,Gregg David,308-728-7722,308-730-0591
46659,Trotter Grain & Fertilizer Co,Jesse Trotter,308-202-0099,Jesse Trotter,308-789-6200,308-202-0099,Matt Jeffers,308-789-6200,402-322-9287
46686,Concrete Equipment Co Inc,Gary Stillman Jr,402-306-2411,David Gnuse,402-426-4181,402-212-6904,Gary Stillman Jr,402-426-4181,402-306-2411
46901,Knudsen Oil & Feed,Robert Harper,402-533-3635,Robert Harper,402-238-2413,402-533-3635,Conor Harper,402-238-2413,402-658-0428
47178,Great Dane LLC,Rodrigo Diaz,402-375-5500,Dayana Jimenez Glavan,402-375-5500,402-518-1095,Craig Tentinger,402-375-5500,402-518-1095
47213,Helena Agri-Enterprises LLC,Tim B Reinhardt,402-518-0597,Tim B Reinhardt,402-375-1527,402-518-0597,John M Carollo,402-375-1527,402-369-0344
47215,Fredrickson Oil Co,Roger Fredrickson,402-375-4152,Roger Fredrickson,402-375-3535,402-375-4152,Todd Fredrickson,402-369-1678,402-375-4152
47232,Titan Machinery Inc,,,Chris Beerbohm,402-375-2166,420-620-5994,Chad Dorcey,402-375-2166,402-620-5994
47265,Zach Heating & Cooling,Nic Kemnitz,402-833-5190,Dave Zach,402-375-3555,402-375-0349,Mark Zach,,402-369-2398
47310,Gerhold Concrete Co,Concepcion Ortiz,712-252-1807,Bob Sherman,402-375-1101,402-957-5618,Thomas Silknitter,,402-378-0146
47332,D V Fyre Tec,Erin Eilers,402-375-2359,Erin Eilers,402-375-3261,402-375-2359,Steve Suhr,402-375-3261,402-385-2231
47443,Cooperative Producers Inc,Todd Burgess,402-746-4115,Todd Burgess,402-744-0830,402-746-4115,Larry Ehrman,402-751-0941,720-745-3568
47449,CPI-Red Cloud,Todd Burgess,402-746-4115,Todd Burgess,402-746-2226,402-746-4115,Larry Ehrman,402-463-5148,720-745-3568
47508,Cooperative Producers Inc,John Ely,402-257-7112,John Ely,402-257-2125,402-257-7112,Cody Winslow,402-257-2125,402-257-7141
47643,Hamilton Sundstrand Corp,Brandon Grant,860-372-7793,Brandon Grant,402-362-8226,860-372-7793,Janelle L Nuss,402-362-8234,402-984-1680
47644,Central Valley Ag,Doug Eisenmenger,800-535-5053,Josh Hoffmann,402-366-5624,800-535-5053,Russ Dickey,402-523-4225,800-535-5053
47650,Central Valley Ag,Doug Eisenmenger,800-535-5053,Steven Thies Jr,402-604-0622,800-535-5053,Nick Kobza,402-910-8729,800-535-5053
47660,Henderson Ag Aviation,James Holliday,402-694-7713,Ryan Hansen,,402-710-6291,Kurt Franklin,,402-604-1874
47663,Central Valley Ag,Doug Eisenmenger,800-535-5053,Travis C Rathje,402-631-9280,800-535-5053,Michael J Wiarda,402-745-2323,800-535-5053
47761,Pioneer Hi-Bred Intl - York 4,Ray Schmidt,402-908-8179,Joe Murman,,402-613-3037,Paulo Peters,,515-341-0179
47810,Sapp Bros Petroleum Inc,Randy Benson,402-679-1390,Ben Bardsley,800-233-5883,308-380-9307,Todd Bardsley,402-362-4974,402-720-7160
47828,York Cold Storage Co,Nate Christensen,402-362-5563,Colby Frei,402-362-5563,402-910-4559,Joe Leinen,402-362-5563,402-710-3248
47862,Central Valley Ag,Doug Eisenmenger,800-535-5053,Russ Dickey,402-362-6691,800-535-5053,Nick Kobza,402-910-8729,800-535-5053
47863,Central Valley Ag,Doug Eisenmenger,800-535-5053,Joel Wochner,402-694-1150,800-535-5053,Russ Dickey,402-523-4225,800-535-5053
47879,Farmers Cooperative,,,Joshua R McCoy,402-724-2241,402-641-2647,Robert Auman,402-724-2241,402-604-1826
48013,Sapp Bros York Truck Stop,Mark Perez,531-375-3731,Mark Perez,402-362-5999,531-375-3731,Joan R Trollope,402-362-5999,402-366-9466
48037,York Municipal Airport,Randy R Hall,402-363-5876,Ed Tjaden,,402-362-2640,Tony Bestwick,,402-363-2610
48052,Crystal Lake Foods,Chris Broughton,402-366-8601,Chris Broughton,402-362-5988,402-366-8601,Ryan Will,402-362-5988,402-366-7305
48069,NDOT York Yard,Kevin A Stuhr,402-362-9034,Kevin A Stuhr,402-362-5930,402-362-9034,Chris Dunker,402-362-5930,402-759-1616
48073,NPPD York Operations Center,Jeff Raymond,402-366-7504,NPPD Call Center,,402-379-5990,Jeff Raymond,402-362-7205,402-366-7504
48092,NEBCO Inc York Ready Mix Plant,Gabe Miller,402-759-5389,Kraig Kuhnel,402-362-8163,402-366-4015,Joel Woita,402-434-7439,
48108,Aurora Co-op Elevator Company,James Holliday,402-694-7713,Mark Grant,402-723-5824,402-366-1619,Nathan Eck,402-723-5824,402-366-9154
48112,Mc Cool Air Service,Thomas Thomas,402-366-4706,Thomas Thomas,402-724-2412,402-366-4706,Susan Thomas,402-724-2412,402-366-5796
48120,Central Valley Ag,Doug Eisenmenger,800-535-5053,Ryan Scheele,402-534-2411,402-366-0838,Ryan Scheele,402-534-2411,402-366-0838
48371,Miown Fuel Company,David Zakovec,402-620-8939,David Zakovec,402-628-3055,402-628-3825,David Zakovec,402-628-3055,402-628-3825
48422,NDOT Elkhorn Yard,David A Casper,402-676-7877,David A Casper,402-289-4444,402-676-7877,Gene McAndrew,402-289-4444,402-676-7860
48518,Lon D Wright Power Plant,Dan Reznicek,402-727-2600,Dan Reznicek,402-727-2642,402-727-2600,Steve Boothe,402-727-2603,402-727-2600
48526,Fremont Municipal Airport,Jim Kjeldgaard,402-720-1061,Jim Kjeldgaard,402-721-4520,402-720-1061,Greg Kjeldgaard,402-721-4520,402-720-2863
48534,Fremont Wastewater Treatment,Keith L Kontor,402-720-7098,Keith L Kontor,,402-720-7098,Troy T Schaben,402-727-2630,402-727-2600
48607,NDOT Fremont Yard,Jim Laughlin,402-660-3474,Kurtis H Peck,402-727-3292,402-699-4082,Jason E Hansen,,402-720-4030
48716,Omaha Steel Castings Co,Andrew Francis,402-277-7400,Andrew Francis,402-277-7400,,Tyler Williams,402-277-7400,
48794,Plattsmouth Terminal,Patrick McNamara,312-599-2128,Troy Brown,515-418-3860,888-844-5658,Ben Brouhard,402-297-5882,888-844-5658
48804,Windstream Communications,Dean Busch,800-345-4484,Dean Busch,402-525-0294,800-345-4484,Jason Kohley,616-366-0995,800-345-4484
48830,Musiel Propane Co,David Zakovec,402-620-8939,David Zakovec,402-628-3055,402-620-8939,David Zakovec,402-628-3055,402-620-8939
48926,Windstream Communications,Dean Busch,800-345-4484,Dean Busch,402-525-0294,800-345-4484,Jason Kohley,616-366-0995,800-345-4484
48963,RAKA Rentals,Troy Landwehr,402-699-3468,Troy Landwehr,,402-699-3468,Trevor Tobias,,402-490-7331
49110,Gavilon Group LLC Headquarters,Brian Wanzenried,402-889-4070,Grant Ostrander,402-889-4643,402-699-0783,Justin Mathern,402-889-4004,402-681-7355
49127,Omaha Steaks International,Scott Henderson,402-297-2220,Scott Henderson,402-593-4247,402-297-2220,James Anderson,402-597-8176,402-639-1685
49138,Progressive Fertilizer Co Inc,Mark Kimball,308-870-1841,Mark Kimball,308-836-2206,308-870-1841,Katie Brennan,308-836-2206,308-836-2580
49293,Verizon Wireless 42nd & Center,,,Network Operations Center,800-264-6620,800-386-9639,Paul Hausman,908-559-6560,800-386-9639
49317,Trevethan 1-17,Angie Bowling,303-744-1480,Kurt Nelson,303-808-8110,303-808-8110,Matt Nelson,,303-981-3840
49447,Optimal Aquafeed,Hazmat Response,800-229-5252,Gregory H Arthur,402-952-4833,402-616-3927,Chris Albers,402-952-4830,605-376-1768
49585,Heritage-Crystal Clean LLC,EHS Dept,877-938-7948,Shane Kinsey,402-346-6228,402-506-1495,EHS Dept,,877-938-7948
49971,Cardinal Health,Michael Matheny,402-850-4096,Michael Matheny,402-970-1394,402-850-4096,Russell Roach,402-970-1414,308-380-2951
50091,Spiker 1,Ken Read,303-919-8603,Chuck Johnson,,303-660-9407,Ken Read,720-221-1656,303-919-8603
50093,AmeriPride Linen & Apparel Svc,Edward Cheloha,402-350-0283,Colin Baker,402-464-6328,402-508-4641,Michelle Cauffman,,402-617-5475
50285,Honeyman Rent All,Chuck Rouse,402-896-5510,Troy Honeyman,402-681-8075,402-334-6771,Pat Honeyman,402-333-2884,402-393-5366
50345,Bottling Group LLC,Nick Krautkremer,402-598-1468,Eric Schieber,,515-351-2221,Mark Diaz,,402-983-1959
50379,Sherwin-Williams Co 1405,Tyler Brown,877-792-3637,Tyler Brown,402-592-0770,877-792-3637,Ashish Galhotra,216-515-7385,877-792-3637
50401,Arctic Glacier Nebraska Inc,Zachery Sommerville,720-900-7079,Zachery Sommerville,816-689-8459,720-900-7079,Bryan W Pettis,816-689-8459,
50719,Annalea Lease,Paula White,316-265-3311,Ed Hanes,308-340-5680,308-340-1910,Donna Stucky,316-265-3311,620-345-9878
50857,U-Haul Co,Megan Vazquez,402-990-8275,Megan Vazquez,402-392-0440,402-990-8275,Doug Graham,712-366-0595,402-525-1311
50886,State-Dunlap 1 & 3,Angie Bowling,303-744-1480,Kurt Nelson,303-808-8110,303-808-8110,Matt Nelson,,303-981-3840
50975,Sunbelt Rentals 099,Timothy Herzog,402-401-2575,Timothy Herzog,402-238-8897,402-401-2575,Scott Rucinski,,309-203-9885
51021,Sapp Bros Travel Center Inc,Brent McDonald,402-250-9489,Brent McDonald,402-895-2121,402-250-9489,Tim Mantich,402-895-2121,402-658-7605
51046,Werner Enterprises Inc,Chad Harrington,402-680-2703,Chad Harrington,402-895-6640,402-680-2703,Danella Pottebaum,402-895-6640,402-850-8063
51068,Watkins Concrete Block Co,John LaRandeau,402-657-9110,Mitch Brouillette,402-896-0900,402-894-6508,Jennifer Koenig,402-434-7441,308-940-3172
51074,Laux 1,Angie Bowling,303-744-1480,Kurt Nelson,303-808-8110,303-808-8110,Matt Nelson,,303-981-3840
51278,Ferguson Enterprises Inc,Scott Johnson,402-778-7344,HazMat/Chemical Spill Hotline,,800-645-8265,Scott Johnson,402-330-1203,402-778-7344
51381,Charles Schwab,Jim Starman,402-718-1457,Jim Starman,402-718-1457,,Pete Melcher,402-718-0236,
51417,Jiffy Lube 3410,Lillian Nicholson,972-812-7910,,,,Lillian Nicholson,,972-812-7910
51438,Tosca Services LLC,Ennyd Orozco,951-588-3473,Ennyd Orozco,951-346-2067,951-588-3473,Greg Dean,469-929-2308,801-859-2117
51574,Windstream Communications,,,Dean Busch,402-525-0294,800-345-4484,Jason Kohley,616-366-0995,800-345-4484
51630,Windstream Communications,Dean Busch,800-345-4484,Dean Busch,402-525-0294,800-345-4484,Jason Kohley,616-366-0995,800-345-4484
51709,Windstream Crete Central,,,Dean Busch,402-525-0294,800-345-4484,Jason Kohley,616-366-0995,800-345-4484
51766,Windstream Fairbury Central,,,Dean Busch,402-525-0294,800-345-4484,Jason Kohley,616-366-0995,800-345-4484
51780,Stanton Farm Services Inc,Bruce Stanton,402-729-2748,Bruce Stanton,402-729-3650,402-729-2748,Rick Stanton,402-729-3650,402-729-4040
51855,Central Valley Ag,Doug Eisenmenger,800-535-5053,Deron Davis,402-366-7018,800-535-5053,Wes Obannon,785-658-7922,800-535-5053
51922,Farmers Cooperative,,,Tucker Goldsberry,402-424-2230,402-300-0704,Ernie Hroch,402-228-3458,402-239-3547
51966,WayFare Health Foods LLC,Jimmy Thomas,479-789-0505,John Olmstead,,402-541-5767,John Olmstead,,402-541-5767
52069,Windstream Communications,,,Dean Busch,402-525-0294,800-345-4484,Jason Kohley,616-366-0995,800-345-4484
52172,Farmers Cooperative,,,Monty Greenwood,402-821-2378,402-239-2876,Tim Keller,402-821-2351,402-641-3120
52229,Windstream Communications,Dean Busch,800-345-4484,Dean Busch,402-525-0294,800-345-4484,Jason Kohley,616-366-0995,800-345-4484
52236,Pioneer Hi-Bred Intl Inc,Casey Sloan,402-363-8511,Joe Murman,402-362-3349,402-613-3037,Pioneer Security,800-342-7123,515-270-3492
52556,Aramark Uniform & Career Aprl,Colin Baker,402-508-4641,Rob Jensen,402-464-6327,515-306-4886,Colin Baker,402-464-6328,402-508-4641
52806,Reimers-Kaufman Concrete Prods,John LaRandeau,402-657-9110,Bob Schelby,402-434-1854,402-540-3343,,,
52832,Verizon Wireless The Kernal,Paul Hausman,800-386-9639,Network Operations Center,800-264-6620,800-386-9639,Paul Hausman,908-559-6560,800-386-9639
52978,Robert V Denney Federal Bldg,Bruce Adams,816-520-6761,Steven Hicks,402-437-5424,402-613-5735,James Small,402-437-5430,402-217-8308
53296,The Home Depot Store 3209,Chelsea Dames,402-853-9971,Chelsea Dames,402-325-6200,402-853-9971,Eric Rutledge,,402-590-3887
53316,Sam's Club 6413,David M Einolf,971-678-8111,Cory Landon,402-476-4044,479-204-3911,Wal Mart Alarm Central,800-530-9924,479-204-3911
53320,Midwest Refuse Service,Mike Johnston,402-346-7800,Lorne Kassebaum,,402-450-7358,Chris McAtee,402-643-2054,402-613-3495
53330,Yasufuku USA Inc,Carsen Kuehl,402-430-6038,Carsen Kuehl,402-434-1900,402-430-6038,Laurie Pottorff,402-434-1900,402-540-4190
53419,Sunbelt Rentals 500,Corey Roberts,402-562-1550,Corey Roberts,,402-562-1550,Scott Rucinski,,402-462-2252
53477,Matheson Tri-Gas Inc,Turrwan Kilgore,402-910-0395,Russ Ita,402-564-1269,402-641-2141,Turrwan Kilgore,402-564-1269,800-284-0481
53521,Vishay Dale Electronics Inc 02,Trevor Hill,531-326-7175,Trevor Hill,402-563-6304,531-326-7175,Allen Stubbert,,402-910-9298
53577,Farmers Union Co-op Supply Co,Keith Dostal,402-986-1169,Keith Dostal,402-892-3422,402-986-1169,Robin Stodola,,402-750-7302
53601,Windstream Communications,,,Dean Busch,402-525-0294,800-345-4484,Jason Kohley,616-366-0995,800-345-4484
53621,Frontier Cooperative,,,Scott Alexander,402-897-2615,402-276-8916,,,
53676,Lindsay Manufacturing Company,Justin Brandt,531-236-9693,Justin Brandt,402-428-7287,531-236-9693,Jason Neemeyer,402-428-7260,402-940-2125
53680,Preister Ag Supply,Mike Preister,402-495-2802,Mike Preister,402-495-2802,,Mark Nissen,,402-993-8300
53777,Central Valley Ag,Doug Eisenmenger,800-535-5053,Chris Whitmore,402-527-5101,800-535-5053,Chris Whitmore,402-527-5101,800-535-5053
53796,Central Valley Ag,Doug Eisenmenger,800-535-5053,Deron Davis,402-366-7018,800-535-5053,Hans Szarafinski,402-549-2115,800-535-5053
53804,Global Equipment Company Inc,Scott D Stevens,402-649-2357,Scott D Stevens,402-649-2357,,Doug Stevens,402-371-1400,402-649-0014
53867,ContiTech USA LLC,Carla Gaunt,402-649-4369,Carla Gaunt,402-644-2281,402-649-4369,Ashley Avery,402-644-2683,402-860-1562
53889,Matheson Tri-Gas Inc,Garret Leuthold,402-841-0595,Garret Leuthold,402-371-6000,402-841-0595,Kathy Goger,402-371-6000,402-940-2031
54054,NDOT Bloomfield Yard,Carsten J Barger,402-841-4287,Carsten J Barger,402-841-4287,,Anthony T Tschirren,402-887-5441,402-860-3697
